,date,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face-shield,Frontliners,masks,Quarantine,social-distancing,work-from-home
0,2020-03-17,-2.9289321881345245,-0.7425738329952942,-0.15349808696344525,0.3313500399772984,1.3550819613108835,1.149580090859743,-0.20204102886728847,-0.8215941270881082,0.0,0.0,1.1573220987924144,-0.4977799061552499,-3.217670016874732,-2.0,-0.15114219820389607
1,2020-03-18,-0.9066538088964995,0.27199391495139835,0.0,-0.8529441919521314,0.46204464413922963,-3.1908559651974846,-1.8607050379389394,-0.2325165128427784,2.23606797749979,7.54983443527075,0.8455831609716729,0.0,-0.6179159801562921,-0.3188542521313922,-0.9606633844805152
2,2020-03-19,0.0,-0.6671250152444284,-0.20852673432752056,-0.750827159476847,-1.8171266054501132,1.5330105755656893,0.06274606680622785,0.2325165128427784,-2.23606797749979,-0.26972454599023177,-1.3856637029973546,1.5242938797928067,-0.16441400296897601,-0.6100779360031323,-0.8881944173155887
3,2020-03-20,-0.24833421986935988,-0.23410426466802825,0.259961364303825,-0.19957461876824567,0.07036061667737492,0.38422689413609135,0.12403840463596083,0.8738651595440903,2.23606797749979,-0.7993691908726577,0.7401205700521105,-2.142209859949099,0.2449979983983983,0.14003473906250274,0.18535277187245036
4,2020-03-21,-0.1715171365615875,0.6292353649610583,0.2532056551910369,1.583801512904337,2.8585715714571496,-1.0717967697244912,-1.4907888239251612,-0.21083152697857876,-0.2360679774997898,-6.48074069840786,0.468744849237237,1.9596244016669848,0.15812623903445022,-1.4665399043899496,-2.1853527718724504
5,2020-03-22,0.0,0.6914092066715458,-0.9446148618625827,0.4868329805051381,-1.5147186257614305,2.76715648455715,1.85203179352777,-2.5251769192458156,0.0,8.366600265340756,1.3604388674454873,0.5362156332084265,-0.15812623903445022,0.888686934172771,0.40312423743284853
6,2020-03-23,0.1715171365615875,0.2532056551910369,-0.7487612752193424,-0.8265789426607508,-1.2741788233105913,0.25451465623354075,-2.3208673712695935,2.5251769192458156,0.2360679774997898,0.40836412205136696,0.2828993206524695,-0.47490126597193694,-0.16223546810017897,-0.6332495807107996,0.945344990916686
7,2020-03-24,-0.7199273603929841,-0.5660188679433968,0.5815705543975138,0.5048973520672924,0.33873188434277157,-0.4104823568967433,1.5167317448996318,-0.7785062526042328,0.21342176528338808,0.6590167446644806,0.7261513822657939,-1.62791424757045,-0.1666827471986032,0.9282032302755088,-0.2070407998066841
8,2020-03-25,0.18901238442787172,-0.2688297421449235,-0.17039653023424073,-0.4473535028303317,-0.7675044521454817,-0.9370667471268295,1.0938186395235148,0.725053786046189,0.8671350475722219,-2.01778264496094,-0.1912872407789381,1.3165693497098108,0.0,-0.29495364956470915,0.6045382638719836
9,2020-03-26,-0.18901238442787172,0.530208324920979,0.33758725105606935,0.28220211291865205,0.8334431227386405,0.34194664295653254,0.3354691917521766,0.6726209469111843,-0.4881976656092095,0.8904253758224119,0.25403330758516596,-1.3165693497098108,0.08392021690038387,-1.8374180573980805,-0.6748988805493585
10,2020-03-27,-0.09713290911384753,-1.2100783405940891,-0.22362427180956956,0.0,-0.5447052939984331,0.27527254729372785,-1.173179645950527,-1.3976747329573733,0.6356744903915641,1.6933761370819251,0.42614977317635905,-0.15431428686915183,-0.3431457505076194,1.4491664750856792,0.3451306752301875
11,2020-03-28,0.09713290911384753,0.28968301315355305,-0.7695031180292986,0.5393920141694561,1.0529705927704853,0.527249887516076,0.3693699297243027,0.6712932284530773,-0.14747682478235458,-1.573850226823641,0.4056110931514887,1.9034996254852263,-0.8610227261796615,-1.1459784848056138,-2.620366963782944
12,2020-03-29,-0.09713290911384753,-0.4683405244740477,0.18395350293677204,-0.9953882688519258,-8.12403840463596,-0.36596282516210366,-0.756789427647325,-2.491288512370436,0.14747682478235458,-0.8103766673124504,-0.5855496150925266,0.0,0.10314796225363665,0.0,0.6813940517389421
13,2020-03-30,-0.40860375376935476,-1.0955213119900966,-0.308957318041549,0.7296147501781736,6.782329983125268,0.5186634169648059,-0.4084060067278994,-0.14908040241446852,0.6590040104799062,1.4396120322735086,0.2977924940822092,-1.5242938797928067,0.39252313656282567,0.468744849237237,0.6871884279173148
14,2020-03-31,-0.6904157598234297,-0.21110255092797825,-0.12700425728711817,-0.4418576291678562,-6.782329983125268,-1.5328946712709097,0.2070407998066841,0.0,0.6727258976950585,-1.4396120322735086,0.5113813928198869,0.7009847904226145,0.0,-0.468744849237237,1.0466885479590022
15,2020-04-01,0.0,-0.21767001687473186,-0.5991471249786757,-0.5855496150925266,8.306623862918075,0.40836412205136696,-0.06835933906901648,0.3667504192892004,0.3031879902800654,-0.47434467732105823,-0.11111322813825808,1.844064279540933,0.0,-0.20004002802642873,-0.2828993206524695
16,2020-04-02,0.0,0.28873782874020737,0.4046705549359304,1.7537887487646788,-1.5242938797928067,1.2250356126078774,-0.7226713649785177,2.110433579144299,0.6455431329452441,2.2925527035137527,1.0056024610670402,0.6726209469111843,-0.09535019942254941,0.10102051443364424,-0.6832052318771105
17,2020-04-03,-0.25834261322605867,-0.7465124915287165,-0.47434467732105823,-1.1682391336721523,0.28873782874020737,-1.4559962546824696,-0.9005842748096198,-3.633208004092638,0.3381998837601907,-9.433981132056603,-0.2030800262572363,-0.6726209469111843,-0.09713290911384753,-0.641101056459326,0.07955732193836074
18,2020-04-04,0.38144823884371926,0.38364861216261037,0.4084060067278994,0.6022202657287554,-7.0710678118654755,-0.05872237107896083,0.42590828080583876,1.305104408073607,0.16223546810017897,9.38083151964686,0.2532056551910369,-0.7833753077712853,0.09713290911384753,0.33151681628275576,-1.4255758347704033
19,2020-04-05,0.349030329381919,-0.7921241493997533,-0.4787666234052743,-1.496727198862831,0.0,-1.2051714849580515,0.7728920701028246,-6.782329983125268,0.31244052590360205,-1.0742076567287846,-0.6191684803531405,0.4559962546824696,0.28107315234502916,-0.33151681628275576,0.10102051443364424
