Category: All categories

Day,flu: (Metro Manila)
2020-06-14,67
2020-06-15,61
2020-06-16,47
2020-06-17,62
2020-06-18,61
2020-06-19,55
2020-06-20,50
2020-06-21,36
2020-06-22,50
2020-06-23,53
2020-06-24,52
2020-06-25,53
2020-06-26,54
2020-06-27,46
2020-06-28,62
2020-06-29,55
2020-06-30,100
2020-07-01,74
2020-07-02,69
2020-07-03,56
2020-07-04,60
2020-07-05,64
2020-07-06,66
2020-07-07,56
2020-07-08,54
2020-07-09,76
2020-07-10,58
2020-07-11,71
2020-07-12,67
2020-07-13,71
2020-07-14,58
