date,contact tracing,isPartial
2020-08-12,0,False
2020-08-13,86,False
2020-08-14,0,False
2020-08-15,0,False
2020-08-16,0,False
2020-08-17,93,False
2020-08-18,96,False
2020-08-19,100,False
2020-08-20,72,False
2020-08-21,0,False
2020-08-22,0,False
2020-08-23,0,False
2020-08-24,78,False
2020-08-25,76,False
2020-08-26,0,False
2020-08-27,74,False
2020-08-28,0,False
2020-08-29,0,False
2020-08-30,0,False
2020-08-31,87,False
2020-09-01,0,False
2020-09-02,0,False
2020-09-03,0,False
2020-09-04,0,False
2020-09-05,0,False
2020-09-06,0,False
2020-09-07,67,False
2020-09-08,0,False
2020-09-09,0,False
2020-09-10,96,False
2020-09-11,0,False
