date,contact tracing,isPartial
2020-12-22,0,False
2020-12-23,0,False
2020-12-24,0,False
2020-12-25,0,False
2020-12-26,0,False
2020-12-27,0,False
2020-12-28,56,False
2020-12-29,0,False
2020-12-30,62,False
2020-12-31,0,False
2021-01-01,0,False
2021-01-02,0,False
2021-01-03,0,False
2021-01-04,0,False
2021-01-05,0,False
2021-01-06,42,False
2021-01-07,74,False
2021-01-08,50,False
2021-01-09,0,False
2021-01-10,62,False
2021-01-11,46,False
2021-01-12,0,False
2021-01-13,76,False
2021-01-14,44,False
2021-01-15,47,False
2021-01-16,0,False
2021-01-17,66,False
2021-01-18,100,False
2021-01-19,49,False
2021-01-20,0,False
2021-01-21,0,False
