Category: All categories

Day,ecq: (Metro Manila)
2020-09-12,77
2020-09-13,0
2020-09-14,53
2020-09-15,83
2020-09-16,69
2020-09-17,74
2020-09-18,73
2020-09-19,89
2020-09-20,51
2020-09-21,56
2020-09-22,67
2020-09-23,69
2020-09-24,80
2020-09-25,0
2020-09-26,0
2020-09-27,53
2020-09-28,95
2020-09-29,72
2020-09-30,96
2020-10-01,68
2020-10-02,55
2020-10-03,0
2020-10-04,0
2020-10-05,66
2020-10-06,100
2020-10-07,69
2020-10-08,91
2020-10-09,82
2020-10-10,0
2020-10-11,0
2020-10-12,57
