,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face-shield,Frontliners,masks,Quarantine,social-distancing,work-from-home
flu,0.0,0.30179748949119667,0.30526325451727476,0.28126354491163763,0.1899895239859455,0.4273989506726846,0.3417188639408243,0.3314463758455295,0.3822121964298134,0.25936878869332114,0.25220682837753977,0.23398906177693446,0.30081447729384336,0.27669650447458455,0.31454458520333095
cough,0.30179748949119667,0.0,0.2749692349572544,0.2840953261468495,0.22026532453298572,0.2643448495768305,0.3451575342490651,0.2384451707379811,0.32462487287040903,0.24049063685163796,0.3541617452175973,0.29471643593869995,0.3181058374007805,0.25352849741855504,0.29279286962246287
fever,0.30526325451727476,0.2749692349572544,0.0,0.4095784455824676,0.21076499159642706,0.3159745341124381,0.31335077209100104,0.21684509756336431,0.36328458939816166,0.3065619356357105,0.34334672313757864,0.4623492315712935,0.24944163245748086,0.26037878862266495,0.26456222786229894
headache,0.28126354491163763,0.2840953261468495,0.4095784455824676,0.0,0.230041420470724,0.23161644669812093,0.26599723649078544,0.21368106109355006,0.36846529024362173,0.39520657767648415,0.4320994919650227,0.38146825769397624,0.2909235573762912,0.31540674321143386,0.26115844267657484
lagnat,0.1899895239859455,0.22026532453298572,0.21076499159642706,0.230041420470724,0.0,0.18493879016267598,0.20459990559859473,0.20205889145274644,0.21559863166365373,0.2867717947651486,0.2638498997302577,0.20751883854092615,0.26162496102984956,0.3194028529544304,0.22548906182308215
rashes,0.4273989506726846,0.2643448495768305,0.3159745341124381,0.23161644669812093,0.18493879016267598,0.0,0.3811944577964584,0.324229546937745,0.37250380096654084,0.287889753651007,0.2749595187087189,0.30261324253970723,0.28364378126650885,0.27000787414449096,0.2831685426344057
sipon,0.3417188639408243,0.3451575342490651,0.31335077209100104,0.26599723649078544,0.20459990559859473,0.3811944577964584,0.0,0.2780137741565325,0.31665020266045646,0.38089265953898044,0.459573421805227,0.27674968112306214,0.33066945965251876,0.31835788102916956,0.3663323757077549
ubo,0.3314463758455295,0.2384451707379811,0.21684509756336431,0.21368106109355006,0.20205889145274644,0.324229546937745,0.2780137741565325,0.0,0.5985411137161267,0.19422055294481103,0.28546881722892403,0.35410142334406436,0.3971872283422366,0.20594932098517868,0.26159723025042897
ecq,0.3822121964298134,0.32462487287040903,0.36328458939816166,0.36846529024362173,0.21559863166365373,0.37250380096654084,0.31665020266045646,0.5985411137161267,0.0,0.3083080431731698,0.4064117558919457,0.2942191564156194,0.3542357412321644,0.35176835159161995,0.3444620015862027
face-shield,0.25936878869332114,0.24049063685163796,0.3065619356357105,0.39520657767648415,0.2867717947651486,0.287889753651007,0.38089265953898044,0.19422055294481103,0.3083080431731698,0.0,0.4716842826700899,0.3436960911930754,0.2317312780311231,0.5337984765777939,0.2748807629649276
Frontliners,0.25220682837753977,0.3541617452175973,0.34334672313757864,0.4320994919650227,0.2638498997302577,0.2749595187087189,0.459573421805227,0.28546881722892403,0.4064117558919457,0.4716842826700899,0.0,0.3343277065808053,0.34994427238029463,0.41751395259627533,0.24824350265523557
masks,0.23398906177693446,0.29471643593869995,0.4623492315712935,0.38146825769397624,0.20751883854092615,0.30261324253970723,0.27674968112306214,0.35410142334406436,0.2942191564156194,0.3436960911930754,0.3343277065808053,0.0,0.27607967670305944,0.2784581969997861,0.31105397795236844
Quarantine,0.30081447729384336,0.3181058374007805,0.24944163245748086,0.2909235573762912,0.26162496102984956,0.28364378126650885,0.33066945965251876,0.3971872283422366,0.3542357412321644,0.2317312780311231,0.34994427238029463,0.27607967670305944,0.0,0.39305821629878734,0.23503902281839137
social-distancing,0.27669650447458455,0.25352849741855504,0.26037878862266495,0.31540674321143386,0.3194028529544304,0.27000787414449096,0.31835788102916956,0.20594932098517868,0.35176835159161995,0.5337984765777939,0.41751395259627533,0.2784581969997861,0.39305821629878734,0.0,0.3176795884708355
work-from-home,0.31454458520333095,0.29279286962246287,0.26456222786229894,0.26115844267657484,0.22548906182308215,0.2831685426344057,0.3663323757077549,0.26159723025042897,0.3444620015862027,0.2748807629649276,0.24824350265523557,0.31105397795236844,0.23503902281839137,0.3176795884708355,0.0
