date,face shield,isPartial
2021-03-06,0,False
2021-03-07,99,False
2021-03-08,55,False
2021-03-09,96,False
2021-03-10,89,False
2021-03-11,73,False
2021-03-12,100,False
2021-03-13,85,False
2021-03-14,94,False
2021-03-15,61,False
2021-03-16,83,False
