date,face shield,isPartial
2021-02-28,80,False
2021-03-01,71,False
2021-03-02,70,False
2021-03-03,100,False
2021-03-04,52,False
2021-03-05,74,False
2021-03-06,0,False
2021-03-07,96,False
2021-03-08,53,False
2021-03-09,93,False
2021-03-10,86,False
2021-03-11,70,False
2021-03-12,97,False
2021-03-13,82,False
2021-03-14,90,False
2021-03-15,59,False
2021-03-16,80,False
