Category: All categories

Day,Frontliners: (Metro Manila)
2020-08-13,25
2020-08-14,0
2020-08-15,19
2020-08-16,17
2020-08-17,37
2020-08-18,53
2020-08-19,27
2020-08-20,45
2020-08-21,47
2020-08-22,32
2020-08-23,41
2020-08-24,38
2020-08-25,26
2020-08-26,42
2020-08-27,62
2020-08-28,54
2020-08-29,67
2020-08-30,100
2020-08-31,96
2020-09-01,43
2020-09-02,49
2020-09-03,37
2020-09-04,26
2020-09-05,30
2020-09-06,42
2020-09-07,16
2020-09-08,28
2020-09-09,23
2020-09-10,29
2020-09-11,48
2020-09-12,24
