date,flu,isPartial
2021-03-06,54,False
2021-03-07,63,False
2021-03-08,55,False
2021-03-09,70,False
2021-03-10,66,False
2021-03-11,94,False
2021-03-12,85,False
2021-03-13,100,False
2021-03-14,57,False
2021-03-15,77,False
2021-03-16,68,False
