Category: All categories

Day,masks: (Metro Manila)
2020-11-11,0
2020-11-12,0
2020-11-13,0
2020-11-14,66
2020-11-15,73
2020-11-16,54
2020-11-17,0
2020-11-18,0
2020-11-19,0
2020-11-20,0
2020-11-21,0
2020-11-22,0
2020-11-23,81
2020-11-24,0
2020-11-25,100
2020-11-26,68
2020-11-27,79
2020-11-28,0
2020-11-29,88
2020-11-30,70
2020-12-01,76
2020-12-02,78
2020-12-03,62
2020-12-04,90
2020-12-05,0
2020-12-06,64
2020-12-07,86
2020-12-08,74
2020-12-09,79
2020-12-10,61
2020-12-11,0
