date,rescaled_number,final_index
2020-03-16,112.16227180527385,97.90164010431761
2020-03-17,95.8052738336714,83.6243175891046
2020-03-18,101.6470588235294,88.72336134453782
2020-03-19,87.62677484787018,76.48565633149813
2020-03-20,82.95334685598377,72.40642132715156
2020-03-21,95.8052738336714,83.6243175891046
2020-03-22,108.8379705400982,95.00000000000001
2020-03-23,114.56628477905072,100.0
2020-03-24,101.96399345335514,89.0
2020-03-25,96.2356792144026,84.0
2020-03-26,107.6923076923077,94.00000000000001
2020-03-27,82.48772504091653,72.00000000000001
2020-03-28,88.21603927986907,77.00000000000001
2020-03-29,74.3076923076923,64.86000000000001
2020-03-30,56.0,48.88000000000001
2020-03-31,52.76923076923077,46.06000000000001
2020-04-01,49.53846153846153,43.24
2020-04-02,53.84615384615385,47.00000000000001
2020-04-03,43.07692307692307,37.6
2020-04-04,48.46153846153846,42.300000000000004
2020-04-05,37.34200743494424,32.594237918215626
2020-04-06,40.542750929368026,35.388029739776954
2020-04-07,43.74349442379182,38.181821561338296
2020-04-08,38.4089219330855,33.525501858736064
2020-04-09,42.67657992565056,37.25055762081785
2020-04-10,46.94423791821561,40.97561338289963
2020-04-11,37.34200743494424,32.594237918215626
2020-04-12,19.48129675810474,17.004389027431426
2020-04-13,24.508728179551124,21.392618453865342
2020-04-14,18.852867830423943,16.45586034912719
2020-04-15,23.25187032418953,20.295561097256865
2020-04-16,54.67331670822943,47.72199501246884
2020-04-17,52.78802992518704,46.07640897755612
2020-04-18,58.44389027431422,51.013167082294274
2020-04-19,31.353612167300383,27.367224334600763
2020-04-20,41.25475285171103,36.009505703422064
2020-04-21,33.416349809885936,29.16769961977187
2020-04-22,28.0532319391635,24.486463878327
2020-04-23,25.577946768060837,22.325893536121676
2020-04-24,31.766159695817493,27.727319391634985
2020-04-25,25.577946768060837,22.325893536121676
2020-04-26,29.95804195804196,26.149090909090916
2020-04-27,28.195804195804197,24.610909090909093
2020-04-28,23.34965034965035,20.380909090909093
2020-04-29,29.51748251748252,25.764545454545463
2020-04-30,21.146853146853147,18.45818181818182
2020-05-01,29.076923076923077,25.380000000000003
2020-05-02,27.755244755244757,24.22636363636364
2020-05-03,30.52727272727272,26.64594805194805
2020-05-04,24.25454545454545,21.170753246753247
2020-05-05,25.509090909090904,22.265792207792206
2020-05-06,21.745454545454542,18.980675324675325
2020-05-07,22.16363636363636,19.34568831168831
2020-05-08,20.909090909090907,18.25064935064935
2020-05-09,15.890909090909089,13.870493506493506
2020-05-10,16.19871794871795,14.13916666666667
2020-05-11,17.477564102564106,15.25541666666667
2020-05-12,19.18269230769231,16.743750000000006
2020-05-13,18.330128205128208,15.999583333333339
2020-05-14,15.7724358974359,13.767083333333337
2020-05-15,23.44551282051282,20.464583333333337
2020-05-16,22.59294871794872,19.720416666666672
2020-05-17,19.458483754512635,16.984476534296032
2020-05-18,27.79783393501805,24.263537906137188
2020-05-19,16.95667870036101,14.800758122743684
2020-05-20,19.736462093862816,17.227111913357405
2020-05-21,21.68231046931408,18.925559566787005
2020-05-22,23.072202166064983,20.138736462093867
2020-05-23,25.296028880866427,22.07981949458484
2020-05-24,21.944444444444446,19.154365079365085
2020-05-25,20.0,17.45714285714286
2020-05-26,21.666666666666668,18.911904761904765
2020-05-27,15.833333333333334,13.820238095238096
2020-05-28,26.38888888888889,23.03373015873016
2020-05-29,18.055555555555557,15.759920634920638
2020-05-30,16.11111111111111,14.062698412698415
2020-05-31,16.07407407407407,14.030370370370369
2020-06-01,20.222222222222214,17.651111111111106
2020-06-02,23.33333333333333,20.366666666666667
2020-06-03,22.29629629629629,19.461481481481478
2020-06-04,23.07407407407407,20.14037037037037
2020-06-05,17.888888888888886,15.614444444444445
2020-06-06,24.111111111111104,21.045555555555552
2020-06-07,20.049056603773582,17.499962264150945
2020-06-08,27.339622641509436,23.86358490566038
2020-06-09,20.960377358490568,18.295415094339624
2020-06-10,18.833962264150948,16.439358490566043
2020-06-11,24.605660377358493,21.477226415094343
2020-06-12,20.049056603773582,17.499962264150945
2020-06-13,29.1622641509434,25.45449056603774
2020-06-14,29.06966292134832,25.373662921348323
2020-06-15,35.11011235955056,30.646112359550564
2020-06-16,31.7123595505618,27.680359550561807
2020-06-17,16.98876404494382,14.828764044943824
2020-06-18,13.591011235955056,11.863011235955058
2020-06-19,20.008988764044943,17.464988764044946
2020-06-20,21.519101123595508,18.78310112359551
2020-06-21,30.08823529411764,26.262731092436976
2020-06-22,24.617647058823525,21.48768907563025
2020-06-23,26.441176470588232,23.07936974789916
2020-06-24,34.647058823529406,30.24193277310924
2020-06-25,37.838235294117645,33.02737394957983
2020-06-26,26.441176470588232,23.07936974789916
2020-06-27,36.92647058823529,32.23153361344538
2020-06-28,34.33596837944663,29.970395256916994
2020-06-29,32.92490118577075,28.738735177865614
2020-06-30,31.043478260869563,27.096521739130434
2020-07-01,35.747035573122524,31.20205533596838
2020-07-02,35.27667984189723,30.791501976284586
2020-07-03,32.92490118577075,28.738735177865614
2020-07-04,35.747035573122524,31.20205533596838
2020-07-05,44.75409836065574,39.063934426229515
2020-07-06,35.80327868852459,31.251147540983617
2020-07-07,36.25081967213115,31.64178688524591
2020-07-08,39.38360655737705,34.37626229508197
2020-07-09,38.9360655737705,33.98562295081968
2020-07-10,37.593442622950825,32.8137049180328
2020-07-11,40.278688524590166,35.157540983606566
2020-07-12,44.73963515754561,39.05131011608624
2020-07-13,39.50414593698176,34.48147595356551
2020-07-14,40.456053067993366,35.31235489220565
2020-07-15,44.73963515754561,39.05131011608624
