date,work from home,isPartial
2021-03-08,94,False
2021-03-09,66,False
2021-03-10,97,False
2021-03-11,82,False
2021-03-12,69,False
2021-03-13,0,False
2021-03-14,98,False
2021-03-15,100,False
2021-03-16,77,False
