date,work from home,isPartial
2021-03-05,41,False
2021-03-06,59,False
2021-03-07,79,False
2021-03-08,84,False
2021-03-09,73,False
2021-03-10,86,False
2021-03-11,62,False
2021-03-12,50,False
2021-03-13,58,False
2021-03-14,100,False
2021-03-15,98,False
2021-03-16,77,False
