Category: All categories

Day,face shield: (Metro Manila)
2020-12-11,28
2020-12-12,39
2020-12-13,30
2020-12-14,28
2020-12-15,95
2020-12-16,100
2020-12-17,71
2020-12-18,59
2020-12-19,54
2020-12-20,64
2020-12-21,46
2020-12-22,27
2020-12-23,21
2020-12-24,0
2020-12-25,0
2020-12-26,38
2020-12-27,32
2020-12-28,29
2020-12-29,28
2020-12-30,23
2020-12-31,0
2021-01-01,0
2021-01-02,18
2021-01-03,39
2021-01-04,17
2021-01-05,18
2021-01-06,20
2021-01-07,40
2021-01-08,34
2021-01-09,24
2021-01-10,25
