Category: All categories

Day,face shield: (Metro Manila)
2021-02-09,61
2021-02-10,50
2021-02-11,69
2021-02-12,63
2021-02-13,65
2021-02-14,0
2021-02-15,69
2021-02-16,100
2021-02-17,91
2021-02-18,72
2021-02-19,66
2021-02-20,98
2021-02-21,79
2021-02-22,52
2021-02-23,48
2021-02-24,75
2021-02-25,52
2021-02-26,0
2021-02-27,52
2021-02-28,76
2021-03-01,69
2021-03-02,59
2021-03-03,99
2021-03-04,0
2021-03-05,92
2021-03-06,0
2021-03-07,91
2021-03-08,66
2021-03-09,85
2021-03-10,59
2021-03-11,57
