date,cough,isPartial
2021-02-28,65,False
2021-03-01,65,False
2021-03-02,59,False
2021-03-03,50,False
2021-03-04,70,False
2021-03-05,58,False
2021-03-06,77,False
2021-03-07,75,False
2021-03-08,85,False
2021-03-09,76,False
2021-03-10,76,False
2021-03-11,82,False
2021-03-12,68,False
2021-03-13,100,False
2021-03-14,78,False
2021-03-15,86,False
2021-03-16,77,False
