date,cough,isPartial
2021-03-06,75,False
2021-03-07,70,False
2021-03-08,80,False
2021-03-09,81,False
2021-03-10,69,False
2021-03-11,73,False
2021-03-12,65,False
2021-03-13,100,False
2021-03-14,80,False
2021-03-15,71,False
2021-03-16,70,False
