Category: All categories

Day,social distancing: (Metro Manila)
2021-01-10,0
2021-01-11,0
2021-01-12,0
2021-01-13,58
2021-01-14,0
2021-01-15,0
2021-01-16,0
2021-01-17,0
2021-01-18,59
2021-01-19,0
2021-01-20,0
2021-01-21,0
2021-01-22,79
2021-01-23,71
2021-01-24,0
2021-01-25,0
2021-01-26,0
2021-01-27,0
2021-01-28,0
2021-01-29,100
2021-01-30,0
2021-01-31,0
2021-02-01,0
2021-02-02,54
2021-02-03,78
2021-02-04,0
2021-02-05,58
2021-02-06,0
2021-02-07,66
2021-02-08,0
2021-02-09,0
