,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face-shield,Frontliners,masks,Quarantine,social-distancing,work-from-home
flu,1.0,0.14683607292904932,0.1532519799236993,-0.025608700055735147,0.16465009904546327,-0.29996773785644715,0.10580129031012658,-0.036788034320550236,-0.1004066654140987,0.0987185137496121,-0.010290058796628865,-0.010309108744107818,0.005864520911648414,-0.14743056980952599,0.13531352111198677
cough,0.14683607292904932,1.0,0.3263664944209799,0.004522101689422755,0.2890882071831881,0.005956290588798282,0.466523933890996,0.04692610144169058,-0.0888366551987548,-0.2857294915198264,-0.26201330805653333,-0.07794202988294738,-0.09079266526523545,-0.253468026106521,0.19486668564489967
fever,0.1532519799236993,0.3263664944209799,1.0,-0.08483724548398301,0.08406612790948137,-0.025311359789519008,0.46184706051772634,0.08413279416358853,0.008249696077498868,-0.2648981068776251,0.012347157141878246,-0.15788542547496875,0.06949854335093339,-0.07589576449635828,0.3437196438537736
headache,-0.025608700055735147,0.004522101689422755,-0.08483724548398301,1.0,0.1041967643601025,0.02237420628587784,0.017574627608039656,-0.17380979699089083,-0.06561542400270445,-0.2516828759764389,-0.07321666589447362,0.027067526916652478,0.17158094132184562,0.08056593716337439,-0.49918550629380043
lagnat,0.16465009904546327,0.2890882071831881,0.08406612790948137,0.1041967643601025,1.0,-0.01067701646375405,0.2642297331633801,0.20952103914098197,0.329680169021558,0.15006873104371227,-0.10234310216944964,-0.01897826961640666,0.26105698972540037,0.10719137742028283,0.38331608504299464
rashes,-0.29996773785644715,0.005956290588798282,-0.025311359789519008,0.02237420628587784,-0.01067701646375405,1.0,-0.009595010210162166,-0.1216190636812549,0.11063977365380351,-0.22271463083862475,-0.20025589031423285,-0.26385926668017934,0.3705942723347802,-0.09704913388346702,-0.1425690920984336
sipon,0.10580129031012658,0.466523933890996,0.46184706051772634,0.017574627608039656,0.2642297331633801,-0.009595010210162166,1.0,0.12006582108113689,-0.2379623093957739,-0.14539048517857198,-0.14030391023135688,-0.13127752952129784,0.09004976133461737,-0.38804199962408914,0.24004192097202925
ubo,-0.036788034320550236,0.04692610144169058,0.08413279416358853,-0.17380979699089083,0.20952103914098197,-0.1216190636812549,0.12006582108113689,1.0,-0.19719653997002423,0.19093219263610858,0.008203979558929559,-0.012379208047873071,0.4473472447385754,-0.005386616704651219,-0.5061014324359631
ecq,-0.1004066654140987,-0.0888366551987548,0.008249696077498868,-0.06561542400270445,0.329680169021558,0.11063977365380351,-0.2379623093957739,-0.19719653997002423,1.0,0.27691948341332323,0.028508840999370604,0.24835046246630255,0.20343079615488172,0.8655920273926252,0.18703194003275883
face-shield,0.0987185137496121,-0.2857294915198264,-0.2648981068776251,-0.2516828759764389,0.15006873104371227,-0.22271463083862475,-0.14539048517857198,0.19093219263610858,0.27691948341332323,1.0,0.15753189860118455,0.32329000582561807,0.17761254002734736,0.40622825427066245,0.5037383107761318
Frontliners,-0.010290058796628865,-0.26201330805653333,0.012347157141878246,-0.07321666589447362,-0.10234310216944964,-0.20025589031423285,-0.14030391023135688,0.008203979558929559,0.028508840999370604,0.15753189860118455,1.0,0.2533839473522519,-0.10401935086664932,0.26233898059408833,0.5650236660487339
masks,-0.010309108744107818,-0.07794202988294738,-0.15788542547496875,0.027067526916652478,-0.01897826961640666,-0.26385926668017934,-0.13127752952129784,-0.012379208047873071,0.24835046246630255,0.32329000582561807,0.2533839473522519,1.0,-0.27416783072376383,0.18729649904280063,0.4304214730718093
Quarantine,0.005864520911648414,-0.09079266526523545,0.06949854335093339,0.17158094132184562,0.26105698972540037,0.3705942723347802,0.09004976133461737,0.4473472447385754,0.20343079615488172,0.17761254002734736,-0.10401935086664932,-0.27416783072376383,1.0,0.20843164865225222,-0.11643180300253404
social-distancing,-0.14743056980952599,-0.253468026106521,-0.07589576449635828,0.08056593716337439,0.10719137742028283,-0.09704913388346702,-0.38804199962408914,-0.005386616704651219,0.8655920273926252,0.40622825427066245,0.26233898059408833,0.18729649904280063,0.20843164865225222,1.0,
work-from-home,0.13531352111198677,0.19486668564489967,0.3437196438537736,-0.49918550629380043,0.38331608504299464,-0.1425690920984336,0.24004192097202925,-0.5061014324359631,0.18703194003275883,0.5037383107761318,0.5650236660487339,0.4304214730718093,-0.11643180300253404,,1.0
