date,ubo,isPartial
2021-03-05,0,False
2021-03-06,59,False
2021-03-07,86,False
2021-03-08,67,False
2021-03-09,97,False
2021-03-10,74,False
2021-03-11,72,False
2021-03-12,84,False
2021-03-13,100,False
2021-03-14,68,False
2021-03-15,73,False
2021-03-16,89,False
