date,density,global_cc
2020-04-15,0.7380952380952381,0.1288888888888889
2020-04-16,0.7095238095238096,0.14793650793650795
2020-04-17,0.6714285714285714,0.13523809523809524
2020-04-18,0.5857142857142857,0.14285714285714285
2020-04-19,0.46190476190476193,0.17015873015873015
2020-04-20,0.3952380952380952,0.16317460317460317
2020-04-21,0.44285714285714284,0.15492063492063493
2020-04-22,0.4523809523809524,0.15428571428571428
2020-04-23,0.4523809523809524,0.15619047619047619
2020-04-24,0.4142857142857143,0.15936507936507938
2020-04-25,0.43333333333333335,0.17015873015873015
2020-04-26,0.4714285714285714,0.1746031746031746
2020-04-27,0.4523809523809524,0.1765079365079365
2020-04-28,0.4142857142857143,0.17714285714285713
2020-04-29,0.35714285714285715,0.18285714285714286
2020-04-30,0.35714285714285715,0.1688888888888889
2020-05-01,0.3761904761904762,0.1707936507936508
2020-05-02,0.3476190476190476,0.1746031746031746
2020-05-03,0.3761904761904762,0.17904761904761904
2020-05-04,0.3476190476190476,0.18412698412698414
2020-05-05,0.36666666666666664,0.18412698412698414
2020-05-06,0.38571428571428573,0.18349206349206348
2020-05-07,0.3380952380952381,0.1746031746031746
2020-05-08,0.3380952380952381,0.17523809523809525
2020-05-09,0.3380952380952381,0.17523809523809525
2020-05-10,0.3476190476190476,0.18158730158730158
2020-05-11,0.3380952380952381,0.17777777777777778
2020-05-12,0.3380952380952381,0.17904761904761904
2020-05-13,0.32857142857142857,0.18158730158730158
2020-05-14,0.319047619047619,0.17587301587301588
2020-05-15,0.28095238095238095,0.16825396825396827
2020-05-16,0.3,0.17587301587301588
2020-05-17,0.30952380952380953,0.1746031746031746
2020-05-18,0.32857142857142857,0.17714285714285713
2020-05-19,0.36666666666666664,0.17904761904761904
2020-05-20,0.3761904761904762,0.1726984126984127
2020-05-21,0.319047619047619,0.1796825396825397
2020-05-22,0.3380952380952381,0.1746031746031746
2020-05-23,0.35714285714285715,0.17714285714285713
2020-05-24,0.36666666666666664,0.17396825396825397
2020-05-25,0.38571428571428573,0.1657142857142857
2020-05-26,0.4142857142857143,0.16507936507936508
2020-05-27,0.4238095238095238,0.15619047619047619
2020-05-28,0.3952380952380952,0.16507936507936508
2020-05-29,0.3952380952380952,0.15936507936507938
2020-05-30,0.4142857142857143,0.16634920634920636
2020-05-31,0.3952380952380952,0.16253968253968254
2020-06-01,0.40476190476190477,0.16
2020-06-02,0.43333333333333335,0.1523809523809524
2020-06-03,0.46190476190476193,0.15174603174603174
2020-06-04,0.46190476190476193,0.1568253968253968
2020-06-05,0.46190476190476193,0.15365079365079365
2020-06-06,0.4523809523809524,0.15428571428571428
2020-06-07,0.36666666666666664,0.16063492063492063
2020-06-08,0.32857142857142857,0.16825396825396827
2020-06-09,0.30952380952380953,0.15746031746031747
2020-06-10,0.3,0.1580952380952381
2020-06-11,0.30952380952380953,0.16507936507936508
2020-06-12,0.2619047619047619,0.1523809523809524
2020-06-13,0.22380952380952382,0.14857142857142858
2020-06-14,0.23333333333333334,0.1568253968253968
2020-06-15,0.2523809523809524,0.16253968253968254
2020-06-16,0.22380952380952382,0.1511111111111111
2020-06-17,0.21428571428571427,0.15365079365079365
2020-06-18,0.22380952380952382,0.16
2020-06-19,0.2714285714285714,0.16634920634920636
2020-06-20,0.2714285714285714,0.16634920634920636
2020-06-21,0.23333333333333334,0.14793650793650795
2020-06-22,0.20476190476190476,0.14285714285714285
2020-06-23,0.20476190476190476,0.1434920634920635
2020-06-24,0.2523809523809524,0.15365079365079365
2020-06-25,0.24285714285714285,0.15174603174603174
2020-06-26,0.23333333333333334,0.14666666666666667
2020-06-27,0.24285714285714285,0.15047619047619049
2020-06-28,0.22380952380952382,0.14603174603174604
2020-06-29,0.2523809523809524,0.16063492063492063
2020-06-30,0.24285714285714285,0.16126984126984126
2020-07-01,0.23333333333333334,0.15174603174603174
2020-07-02,0.24285714285714285,0.1523809523809524
2020-07-03,0.24285714285714285,0.15428571428571428
2020-07-04,0.2523809523809524,0.15492063492063493
2020-07-05,0.24285714285714285,0.14476190476190476
2020-07-06,0.20476190476190476,0.14095238095238094
2020-07-07,0.22380952380952382,0.15047619047619049
2020-07-08,0.23333333333333334,0.15428571428571428
2020-07-09,0.24285714285714285,0.15365079365079365
2020-07-10,0.2619047619047619,0.16317460317460317
2020-07-11,0.2619047619047619,0.16253968253968254
2020-07-12,0.2523809523809524,0.1580952380952381
2020-07-13,0.2714285714285714,0.16126984126984126
2020-07-14,0.2523809523809524,0.16126984126984126
2020-07-15,0.28095238095238095,0.1746031746031746
2020-07-16,0.2714285714285714,0.15428571428571428
2020-07-17,0.2714285714285714,0.1568253968253968
2020-07-18,0.2619047619047619,0.1568253968253968
2020-07-19,0.24285714285714285,0.16
2020-07-20,0.22380952380952382,0.15174603174603174
2020-07-21,0.23333333333333334,0.15492063492063493
2020-07-22,0.2523809523809524,0.16253968253968254
2020-07-23,0.2523809523809524,0.15619047619047619
2020-07-24,0.28095238095238095,0.1707936507936508
2020-07-25,0.23333333333333334,0.1568253968253968
2020-07-26,0.24285714285714285,0.1619047619047619
2020-07-27,0.2619047619047619,0.15619047619047619
2020-07-28,0.2619047619047619,0.15619047619047619
2020-07-29,0.3,0.17904761904761904
2020-07-30,0.2714285714285714,0.1688888888888889
2020-07-31,0.2714285714285714,0.16634920634920636
2020-08-01,0.3,0.17206349206349206
2020-08-02,0.3,0.16507936507936508
2020-08-03,0.3476190476190476,0.16634920634920636
2020-08-04,0.40476190476190477,0.16634920634920636
2020-08-05,0.4142857142857143,0.15936507936507938
2020-08-06,0.3952380952380952,0.1568253968253968
2020-08-07,0.40476190476190477,0.1707936507936508
2020-08-08,0.3952380952380952,0.1746031746031746
2020-08-09,0.38571428571428573,0.17714285714285713
2020-08-10,0.40476190476190477,0.17587301587301588
2020-08-11,0.3761904761904762,0.18222222222222223
2020-08-12,0.3476190476190476,0.18031746031746032
2020-08-13,0.3761904761904762,0.1784126984126984
2020-08-14,0.3761904761904762,0.1765079365079365
2020-08-15,0.3952380952380952,0.18158730158730158
2020-08-16,0.3380952380952381,0.17333333333333334
2020-08-17,0.319047619047619,0.17396825396825397
2020-08-18,0.3380952380952381,0.15873015873015872
2020-08-19,0.38571428571428573,0.16444444444444445
2020-08-20,0.36666666666666664,0.16698412698412698
2020-08-21,0.3952380952380952,0.1619047619047619
2020-08-22,0.32857142857142857,0.1619047619047619
2020-08-23,0.2904761904761905,0.15746031746031747
2020-08-24,0.2714285714285714,0.1580952380952381
2020-08-25,0.319047619047619,0.1746031746031746
2020-08-26,0.3380952380952381,0.17396825396825397
2020-08-27,0.40476190476190477,0.17015873015873015
2020-08-28,0.38571428571428573,0.17333333333333334
2020-08-29,0.3761904761904762,0.17396825396825397
2020-08-30,0.3761904761904762,0.17396825396825397
2020-08-31,0.38571428571428573,0.16
2020-09-01,0.3761904761904762,0.16380952380952382
2020-09-02,0.319047619047619,0.14857142857142858
2020-09-03,0.319047619047619,0.15047619047619049
2020-09-04,0.319047619047619,0.16063492063492063
2020-09-05,0.2904761904761905,0.16380952380952382
