,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face-shield,Frontliners,masks,Quarantine,social-distancing,work-from-home
flu,1.0,0.27403594648873136,0.28177701914765213,0.25436814103945254,0.2998108197410556,0.29913060395760177,0.2496278127498942,0.40559746917551476,0.20994092327704283,0.263089349602133,0.16231353892744457,0.20814682546361768,0.29335857286232075,0.2705488519731878,0.27507428221105307
cough,0.2740359464886436,1.0,0.4207515766609861,0.2868978410028423,0.35451543758827636,0.26881648545083103,0.39396675983858637,0.2555974400787346,0.2654401621957819,0.36827166273345746,0.2806662392992213,0.20991669895701576,0.36225167046597717,0.17605537975316696,0.3111894299444646
fever,0.2817770191477173,0.4207515766609764,1.0,0.25274327904020594,0.2880266442893031,0.29781815268173656,0.4801600893086555,0.2121899709786159,0.2255217678104078,0.507029576891525,0.23745064968427276,0.21110193779528824,0.38694156497755816,0.2257529630802446,0.3885947541365522
headache,0.25436814103942096,0.28689784100291554,0.2527432790400962,1.0,0.15713190672107377,0.3307150710165345,0.3455118410901275,0.16612097294903772,0.24704504434879193,0.3356891500969293,0.2562656547268493,0.25877264337081807,0.3055339843034949,0.2974320071735223,0.31280317199793795
lagnat,0.2998108197410556,0.35451543758827636,0.2880266442893042,0.15713190672106533,1.0,0.17456761299661275,0.23657608493139837,0.40695817559808234,0.14405482594536614,0.28487788885103743,0.08831659410526947,0.1219974011435931,0.3497137814783978,0.10189590368082889,0.44881841717480236
rashes,0.29913060395758784,0.2688164854508334,0.29781815268173656,0.33071507101650677,0.17456761299661677,1.0,0.2611663534649518,0.2051575994629639,0.3408470919420779,0.38097058425444547,0.3105003015015608,0.35853196782165564,0.32695318495823156,0.1956758413132646,0.3197318173882539
sipon,0.24962781274988738,0.3939667598385933,0.48016008930864673,0.34551184109011324,0.23657608493139737,0.2611663534649398,1.0,0.2153841526214431,0.2944720516982898,0.3564135021825831,0.3416012570412505,0.28281878379914277,0.36869599995870356,0.25241704545499566,0.3279626427230162
ubo,0.40559746917551476,0.255597440078739,0.21218997097861192,0.16612097294903225,0.40695817559808234,0.20515759946296244,0.2153841526214412,1.0,0.1795815262624156,0.4099106738333784,0.19712085273060853,0.17926840086316775,0.2562169744667527,0.1651598203388616,0.24544485893145437
ecq,0.2099409232770387,0.2654401621957834,0.22552176781041783,0.2470450443487983,0.14405482594536614,0.3408470919420784,0.2944720516982882,0.1795815262624156,1.0,0.2111591868589647,0.40340247678543806,0.2589516357375586,0.4305852355152661,0.1567827897329384,0.2583830864820783
face-shield,0.26308934960213465,0.3682716627334538,0.5070295768915221,0.33568915009693673,0.284877888851037,0.38097058425444547,0.35641350218258255,0.4099106738333784,0.21115918685896296,1.0,0.3465172080553608,0.48884848538264986,0.4890139613778235,0.32395535761027766,0.3578856003860732
Frontliners,0.16231353892745004,0.28066623929922807,0.23745064968428176,0.25626565472685303,0.08831659410527068,0.3105003015015637,0.341601257041253,0.19712085273060853,0.40340247678543806,0.3465172080553634,1.0,0.3252608305572446,0.2434756209558067,0.2902321570676379,0.3327223494932902
masks,0.208146825463615,0.20991669895705337,0.21110193779531775,0.2587726433708337,0.12199740114359438,0.3585319678216665,0.28281878379914993,0.17926840086316997,0.2589516357375586,0.48884848538264986,0.3252608305572446,1.0,0.3140373667027146,0.138952029002449,0.2696407445142462
Quarantine,0.29335857286232814,0.3622516704659766,0.38694156497758225,0.3055339843035255,0.34971378147839977,0.32695318495823156,0.36869599995870406,0.2562169744667617,0.4305852355152666,0.48901396137782266,0.24347562095580735,0.3140373667027108,1.0,0.282312763969303,0.30891404240997206
social-distancing,0.2705488519731917,0.1760553797531746,0.22575296308025014,0.29743200717352686,0.10189590368082889,0.1956758413132669,0.25241704545499644,0.1651598203388616,0.1567827897329384,0.32395535761027766,0.2902321570676379,0.13895202900244708,0.28231276396930166,1.0,0.21195478670889673
work-from-home,0.2750742822110476,0.3111894299444635,0.38859475413655065,0.3128031719979364,0.44881841717480153,0.3197318173882519,0.32796264272301884,0.2454448589314531,0.2583830864820783,0.35788560038607237,0.3327223494932902,0.2696407445142462,0.3089140424099702,0.21195478670889673,1.0
