Category: All categories

Day,cough: (Metro Manila)
2020-11-11,56
2020-11-12,62
2020-11-13,60
2020-11-14,64
2020-11-15,58
2020-11-16,49
2020-11-17,63
2020-11-18,75
2020-11-19,70
2020-11-20,47
2020-11-21,70
2020-11-22,83
2020-11-23,73
2020-11-24,74
2020-11-25,78
2020-11-26,73
2020-11-27,64
2020-11-28,89
2020-11-29,94
2020-11-30,73
2020-12-01,80
2020-12-02,84
2020-12-03,80
2020-12-04,74
2020-12-05,93
2020-12-06,76
2020-12-07,86
2020-12-08,100
2020-12-09,89
2020-12-10,86
2020-12-11,67
