date,Quarantine,isPartial
2021-03-30,29,False
2021-03-31,32,False
2021-04-01,27,False
2021-04-02,29,False
2021-04-03,32,False
2021-04-04,26,False
2021-04-05,29,False
2021-04-06,24,False
2021-04-07,23,False
2021-04-08,23,False
2021-04-09,21,False
2021-04-10,35,False
2021-04-11,100,False
2021-04-12,28,False
2021-04-13,21,False
2021-04-14,18,False
2021-04-15,20,False
2021-04-16,21,False
