date,Quarantine,isPartial
2021-04-08,23,False
2021-04-09,21,False
2021-04-10,36,False
2021-04-11,100,False
2021-04-12,28,False
2021-04-13,22,False
2021-04-14,19,False
2021-04-15,17,False
2021-04-16,22,False
