date,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face-shield,Frontliners,masks,Quarantine,social-distancing,work-from-home
2020-03-16,204.08163265306123,112.16227180527385,102.10526315789473,93.02803738317758,74.81296758104739,71.69916434540389,120.554272517321,110.30303030303033,0.0,0.0,15.428571428571429,76.0,200.0,167.5977653631285,135.44018058690745
2020-03-17,102.04081632653062,95.8052738336714,98.94736842105264,100.09345794392524,106.23441396508728,93.42618384401112,115.73210161662816,92.12121212121212,0.0,0.0,26.448979591836732,65.9622641509434,92.0,107.26256983240224,131.3769751693002
2020-03-18,77.55102040816327,101.6470588235294,98.94736842105264,82.42990654205609,118.20448877805488,40.19498607242339,75.94919168591223,87.27272727272728,2.1428571428571423,8.999999999999996,36.367346938775505,65.9622641509434,76.0,98.8826815642458,106.99774266365688
2020-03-19,77.55102040816327,87.62677484787018,94.73684210526316,68.29906542056075,74.81296758104739,63.00835654596099,77.15473441108544,92.12121212121212,0.0,8.368421052631575,20.93877551020408,98.94339622641508,72.0,83.79888268156425,86.68171557562076
2020-03-20,71.42857142857143,82.95334685598377,100.0,64.76635514018692,76.30922693266834,69.52646239554316,79.56581986143186,111.51515151515152,2.1428571428571423,6.631578947368419,28.653061224489793,54.490566037735846,78.0,87.15083798882682,90.74492099322798
2020-03-21,67.34693877551021,95.8052738336714,105.26315789473684,95.38317757009348,149.62593516209478,52.144846796657376,53.04387990762124,106.66666666666669,1.714285714285714,0.0,34.16326530612245,94.64150943396226,82.0,55.3072625698324,48.758465011286674
2020-03-22,74.73529411764706,108.8379705400982,85.39736346516007,104.63667820069205,115.63092269326684,94.76051779935274,98.39479392624727,58.58093525179855,1.473684210526316,7.382297551789075,57.02752293577982,86.625,84.08860759493672,71.07692307692307,63.5868263473054
2020-03-23,79.26470588235294,114.56628477905072,71.85875706214689,87.19723183391004,83.51122194513717,99.8009708737864,51.930585683297174,109.68345323741003,1.842105263157895,8.120527306967983,61.779816513761475,77.385,79.77637130801688,58.153846153846146,83.74850299401199
2020-03-24,61.14705882352941,101.96399345335514,82.27306967984934,97.66089965397924,91.54114713216958,91.73624595469256,80.6290672451193,92.23381294964028,2.210526315789474,9.386064030131823,74.84862385321101,49.665,75.46413502109705,77.53846153846153,79.09580838323355
2020-03-25,65.67647058823529,96.2356792144026,79.1487758945386,88.3598615916955,73.87531172069826,74.59870550161811,105.22776572668111,108.43705035971222,4.052631578947369,5.800376647834273,71.28440366972478,71.61,75.46413502109705,71.07692307692307,93.05389221556888
2020-03-26,61.14705882352941,107.6923076923077,85.39736346516007,94.17301038062284,93.14713216957608,80.6472491909385,113.42733188720172,124.64028776978417,2.947368421052632,7.276836158192089,76.03669724770643,49.665,77.62025316455697,37.153846153846146,77.54491017964072
2020-03-27,58.88235294117647,82.48772504091653,81.2316384180791,94.17301038062284,80.2992518703242,85.68770226537215,86.09544468546638,92.23381294964028,4.421052631578948,10.54613935969868,84.35321100917432,47.355,68.9957805907173,62.99999999999999,85.2994011976048
2020-03-28,61.14705882352941,88.21603927986907,67.69303201506591,105.79930795847751,105.99501246882794,95.76860841423948,94.29501084598698,107.19064748201436,4.052631578947369,7.487758945386062,92.6697247706422,79.69500000000001,49.59071729957806,41.99999999999999,35.67065868263473
2020-03-29,57.322834645669296,74.3076923076923,68.49756097560974,84.86888111888113,0.0,85.25951557093427,75.65137614678899,60.257309941520475,4.042780748663101,7.624413145539902,79.73199329983248,77.39189189189189,49.14893617021277,42.08092485549133,43.39483394833948
2020-03-30,48.503937007874015,56.0,63.46097560975608,99.9825174825175,96.14218009478672,94.94809688581316,67.6880733944954,57.6374269005848,5.727272727272727,10.779342723004689,85.59463986599664,51.59459459459459,57.34042553191489,50.17341040462428,54.96678966789668
2020-03-31,35.275590551181104,52.76923076923077,61.44634146341462,90.6818181818182,0.0,67.82006920415226,71.66972477064219,57.6374269005848,7.748663101604277,7.624413145539902,96.14740368509212,62.81081081081081,57.34042553191489,42.08092485549133,75.21771217712177
2020-04-01,35.275590551181104,49.53846153846153,52.38048780487804,79.05594405594407,144.21327014218008,74.60207612456747,70.34250764525993,64.18713450292398,8.759358288770052,6.7042253521126725,93.80234505862646,97.58108108108108,57.34042553191489,38.84393063583815,69.43173431734317
2020-04-02,35.275590551181104,53.84615384615385,58.42439024390243,116.25874125874128,96.14218009478672,96.88581314878894,57.0703363914373,108.72514619883042,11.117647058823527,11.69953051643192,116.08040201005024,112.16216216216216,55.292553191489354,40.46242774566474,56.413284132841326
2020-04-03,30.866141732283467,43.07692307692307,51.373170731707305,90.6818181818182,104.50236966824644,70.72664359861592,42.47094801223241,39.29824561403509,12.465240641711228,0.0,111.39028475711892,97.58108108108108,53.244680851063826,30.751445086705203,57.859778597785976
2020-04-04,37.480314960629926,48.46153846153846,57.4170731707317,103.47027972027972,0.0,69.75778546712803,49.10703363914373,60.257309941520475,13.139037433155078,11.568075117370883,117.25293132328306,81.87837837837837,55.292553191489354,35.60693641618497,34.715867158671585
2020-04-05,43.44827586206896,37.34200743494424,52.12765957446809,73.23465703971121,0.0,48.09259259259258,73.45116279069768,0.0,14.525469168900804,7.102941176470586,99.68464730290457,89.69491525423729,56.82352941176471,35.764705882352935,37.44186046511628
2020-04-06,39.103448275862064,40.542750929368026,50.04255319148936,98.80866425992782,441.0,66.24074074074073,50.009302325581395,70.57142857142857,33.78016085790885,6.8970588235294095,101.95020746887968,108.51977401129945,83.34117647058824,41.41176470588235,58.40930232558139
