date,masks,isPartial
2020-09-29,100,False
2020-09-30,74,False
2020-10-01,71,False
2020-10-02,87,False
2020-10-03,71,False
2020-10-04,90,False
2020-10-05,77,False
2020-10-06,79,False
2020-10-07,95,False
2020-10-08,94,False
2020-10-09,0,False
2020-10-10,0,False
2020-10-11,91,False
2020-10-12,74,False
2020-10-13,0,False
2020-10-14,90,False
2020-10-15,71,False
2020-10-16,0,False
2020-10-17,73,False
2020-10-18,99,False
