,flu,cough,fever,headache,lagnat,rashes,sipon,ubo,ecq,face-shield,Frontliners,masks,Quarantine,social-distancing,work-from-home
flu,0.0,-0.20816801684485986,0.014957291089771107,0.1371706086262439,0.2686735570075,0.08786938001705095,-0.3598259114970195,-0.30987565682314144,-0.156691719616296,0.06893096921394319,-0.24554779554066625,0.1900846330816975,0.10606270553393339,-0.1825055550351049,-0.002973058220004237
cough,-0.20816801684485986,0.0,0.22087565139168988,0.13003355088686205,-0.03136409437794206,-0.402806104622854,0.34539276240363775,0.1352685576595007,-0.06573259352992163,-0.011996605809346222,0.04230020213663798,-0.09961946037025352,-0.18713335591307756,0.15352429619608712,-0.11458161114620678
fever,0.014957291089771107,0.22087565139168988,0.0,-0.10087046139429019,-0.10488841202410606,0.03293345572067927,0.4049195916291083,-0.06623863038398042,0.14842727931261157,0.2191397569379038,0.39343913250209334,-0.14109285375123962,0.5608932770168598,0.26761479580399,0.4109881409654131
headache,0.1371706086262439,0.13003355088686205,-0.10087046139429019,0.0,-0.04431762629152834,0.15029503901346755,-0.35514902220429584,-0.09544254167472191,0.05169223437434116,-0.23904922996944572,-0.21646981966397774,0.1625062322353496,-0.11602696028519735,0.10630701425303543,-0.19934185394817255
lagnat,0.2686735570075,-0.03136409437794206,-0.10488841202410606,-0.04431762629152834,0.0,-0.18336974313172213,-0.17889840592004994,0.16652148185975926,0.033436720547274174,0.2766030573215309,-0.007917098300686081,0.1847888193550276,0.06953255044749745,0.12935039969649517,0.21009458671238904
rashes,0.08786938001705095,-0.402806104622854,0.03293345572067927,0.15029503901346755,-0.18336974313172213,0.0,-0.12264285476496177,-0.28566798927121456,-0.12311084013623863,-0.39942521744240617,-0.26416533012098736,-0.1397482693418619,-0.15588850595363285,-0.29438289746238827,-0.07404224612300958
sipon,-0.3598259114970195,0.34539276240363775,0.4049195916291083,-0.35514902220429584,-0.17889840592004994,-0.12264285476496177,0.0,0.1735566879384328,0.09297415589612547,0.2200162628279161,0.1642749420508789,-0.323875290777197,0.1108125335225442,-0.06398192940713755,0.19037907518029762
ubo,-0.30987565682314144,0.1352685576595007,-0.06623863038398042,-0.09544254167472191,0.16652148185975926,-0.28566798927121456,0.1735566879384328,0.0,0.13777730921797954,0.33091832301706603,0.19632370600763965,0.2633051148183552,0.025361410713825038,0.1688546199829391,0.3154743954255981
ecq,-0.156691719616296,-0.06573259352992163,0.14842727931261157,0.05169223437434116,0.033436720547274174,-0.12311084013623863,0.09297415589612547,0.13777730921797954,0.0,0.3325311476372009,0.34306229724265414,0.2625176109336391,0.4714286783104667,0.28450119234674903,0.3587237201992562
face-shield,0.06893096921394319,-0.011996605809346222,0.2191397569379038,-0.23904922996944572,0.2766030573215309,-0.39942521744240617,0.2200162628279161,0.33091832301706603,0.3325311476372009,0.0,0.34243876649190297,0.40808433816568584,0.2294951069655769,0.3754442222548998,0.5071959412227129
Frontliners,-0.24554779554066625,0.04230020213663798,0.39343913250209334,-0.21646981966397774,-0.007917098300686081,-0.26416533012098736,0.1642749420508789,0.19632370600763965,0.34306229724265414,0.34243876649190297,0.0,0.039037764813483374,0.4108219796575441,0.6464592690483563,0.5431688297890501
masks,0.1900846330816975,-0.09961946037025352,-0.14109285375123962,0.1625062322353496,0.1847888193550276,-0.1397482693418619,-0.323875290777197,0.2633051148183552,0.2625176109336391,0.40808433816568584,0.039037764813483374,0.0,0.12394314414496568,0.03535376668543592,-0.022233832835054104
Quarantine,0.10606270553393339,-0.18713335591307756,0.5608932770168598,-0.11602696028519735,0.06953255044749745,-0.15588850595363285,0.1108125335225442,0.025361410713825038,0.4714286783104667,0.2294951069655769,0.4108219796575441,0.12394314414496568,0.0,0.15927606658117927,0.35119076605601823
social-distancing,-0.1825055550351049,0.15352429619608712,0.26761479580399,0.10630701425303543,0.12935039969649517,-0.29438289746238827,-0.06398192940713755,0.1688546199829391,0.28450119234674903,0.3754442222548998,0.6464592690483563,0.03535376668543592,0.15927606658117927,0.0,0.33468001767527356
work-from-home,-0.002973058220004237,-0.11458161114620678,0.4109881409654131,-0.19934185394817255,0.21009458671238904,-0.07404224612300958,0.19037907518029762,0.3154743954255981,0.3587237201992562,0.5071959412227129,0.5431688297890501,-0.022233832835054104,0.35119076605601823,0.33468001767527356,0.0
