date,Frontliners,isPartial
2021-03-06,93,False
2021-03-07,0,False
2021-03-08,85,False
2021-03-09,87,False
2021-03-10,73,False
2021-03-11,100,False
2021-03-12,72,False
2021-03-13,0,False
2021-03-14,0,False
2021-03-15,65,False
2021-03-16,52,False
