date,ecq,isPartial
2021-03-06,0,False
2021-03-07,0,False
2021-03-08,76,False
2021-03-09,61,False
2021-03-10,47,False
2021-03-11,48,False
2021-03-12,63,False
2021-03-13,91,False
2021-03-14,92,False
2021-03-15,100,False
2021-03-16,71,False
