Category: All categories

Day,work from home: (Metro Manila)
2020-10-12,64
2020-10-13,64
2020-10-14,71
2020-10-15,70
2020-10-16,70
2020-10-17,49
2020-10-18,83
2020-10-19,52
2020-10-20,59
2020-10-21,56
2020-10-22,60
2020-10-23,56
2020-10-24,45
2020-10-25,63
2020-10-26,66
2020-10-27,90
2020-10-28,90
2020-10-29,48
2020-10-30,43
2020-10-31,0
2020-11-01,79
2020-11-02,64
2020-11-03,61
2020-11-04,100
2020-11-05,66
2020-11-06,43
2020-11-07,47
2020-11-08,0
2020-11-09,66
2020-11-10,74
2020-11-11,64
