Category: All categories

Day,ubo: (Metro Manila)
2020-12-11,49
2020-12-12,60
2020-12-13,86
2020-12-14,0
2020-12-15,71
2020-12-16,86
2020-12-17,64
2020-12-18,54
2020-12-19,0
2020-12-20,0
2020-12-21,50
2020-12-22,63
2020-12-23,0
2020-12-24,0
2020-12-25,67
2020-12-26,60
2020-12-27,100
2020-12-28,65
2020-12-29,86
2020-12-30,74
2020-12-31,0
2021-01-01,0
2021-01-02,72
2021-01-03,53
2021-01-04,59
2021-01-05,57
2021-01-06,44
2021-01-07,63
2021-01-08,68
2021-01-09,76
2021-01-10,88
