Category: All categories

Day,ubo: (Metro Manila)
2020-09-12,73
2020-09-13,73
2020-09-14,0
2020-09-15,67
2020-09-16,0
2020-09-17,86
2020-09-18,0
2020-09-19,74
2020-09-20,0
2020-09-21,56
2020-09-22,0
2020-09-23,69
2020-09-24,60
2020-09-25,0
2020-09-26,0
2020-09-27,92
2020-09-28,0
2020-09-29,73
2020-09-30,0
2020-10-01,0
2020-10-02,0
2020-10-03,0
2020-10-04,87
2020-10-05,59
2020-10-06,57
2020-10-07,49
2020-10-08,0
2020-10-09,100
2020-10-10,0
2020-10-11,0
2020-10-12,58
