Category: All categories

Day,ubo: (Metro Manila)
2020-11-11,0
2020-11-12,0
2020-11-13,61
2020-11-14,0
2020-11-15,48
2020-11-16,39
2020-11-17,50
2020-11-18,65
2020-11-19,0
2020-11-20,0
2020-11-21,71
2020-11-22,0
2020-11-23,0
2020-11-24,56
2020-11-25,58
2020-11-26,65
2020-11-27,0
2020-11-28,0
2020-11-29,100
2020-11-30,60
2020-12-01,52
2020-12-02,61
2020-12-03,45
2020-12-04,55
2020-12-05,0
2020-12-06,61
2020-12-07,54
2020-12-08,64
2020-12-09,51
2020-12-10,0
2020-12-11,57
